Tweet,Tokenized_Tweets,Corrected_Words,Emoji
Dahil sa siksikan hindi lahat ng botante ay nakukuhanan ng temperatura sa Camarin D Elementary School sa Caloocan City hashtagEleksyon2022 via,"['dahil', 'sa', 'siksikan', 'hindi', 'lahat', 'ng', 'botante', 'ay', 'nakukuhanan', 'ng', 'temperatura', 'sa', 'camarin', 'd', 'elementary', 'school', 'sa', 'caloocan', 'city', 'hashtageleksyon2022', 'via']","siksikan, botante, nakukuhanan, temperatura, camarin, elementary, school, caloocan, city",
Sightimpaired brothers vote in Alabang Elementary School in Muntinlupa They brought a list via braille and the votes were dictated to their parents who shaded the ballots hashtagEleksyon2022 via,"['sightimpaired', 'brothers', 'vote', 'in', 'alabang', 'elementary', 'school', 'in', 'muntinlupa', 'they', 'brought', 'a', 'list', 'via', 'braille', 'and', 'the', 'votes', 'were', 'dictated', 'to', 'their', 'parents', 'who', 'shaded', 'the', 'ballots', 'hashtageleksyon2022', 'via']","sightimpaired, brother, vote, alabang, elementary, school, muntinlupa, brought, list, braille, vote, dictated, parent, shaded, ballot",
WATCH Persons deprived of liberty in Quezon City Jail Female Dormitory cast their vote on election day hashtagEleksyon2022,"['watch', 'persons', 'deprived', 'of', 'liberty', 'in', 'quezon', 'city', 'jail', 'female', 'dormitory', 'cast', 'their', 'vote', 'on', 'election', 'day', 'hashtageleksyon2022']","watch, person, deprived, liberty, quezon, city, jail, female, dormitory, cast, vote, election, day",
Former senator and presidential candidate Ferdinand Bongbong Marcos Jr cast his vote on Monday morning for hashtagEleksyon2022,"['former', 'senator', 'and', 'presidential', 'candidate', 'ferdinand', 'bongbong', 'marcos', 'junior', 'cast', 'his', 'vote', 'on', 'monday', 'morning', 'for', 'hashtageleksyon2022']","senator, presidential, candidate, ferdinand, bongbong, marcos, junior, cast, vote, monday, morning",
Oneway traffic ipinatupad sa Rizal High School sa Pasig dahil sa mga botanteng nalilito sa entrance at exit hashtagEleksyon2022 via,"['oneway', 'traffic', 'ipinatupad', 'sa', 'rizal', 'high', 'school', 'sa', 'pasig', 'dahil', 'sa', 'mga', 'botanteng', 'nalilito', 'sa', 'entrance', 'at', 'exit', 'hashtageleksyon2022', 'via']","oneway, traffic, ipinatupad, rizal, high, school, pasig, botanteng, nalilito, entrance, exit",
Replying to Pagboto ni Senator sa Bayan Luma I Elementary School hashtagEleksyon2022 via,"['replying', 'to', 'pagboto', 'ni', 'senator', 'sa', 'bayan', 'luma', 'i', 'elementary', 'school', 'hashtageleksyon2022', 'via']","replying, pagboto, senator, bayan, luma, elementary, school",
Presidential candidate now casting his vote in Mariano Marcos Memorial Elementary School in Batac Ilocos Norte via Watch the hashtagEleksyon2022 livestream,"['presidential', 'candidate', 'now', 'casting', 'his', 'vote', 'in', 'mariano', 'marcos', 'memorial', 'elementary', 'school', 'in', 'batac', 'ilocos', 'norte', 'via', 'watch', 'the', 'hashtageleksyon2022', 'livestream']","presidential, candidate, casting, vote, mariano, marcos, memorial, elementary, school, batac, ilocos, norte, watch, livestream",
Senator became the first presidential candidate to cast his vote in hashtagEleksyon2022 on Monday morning,"['senator', 'became', 'the', 'first', 'presidential', 'candidate', 'to', 'cast', 'his', 'vote', 'in', 'hashtageleksyon2022', 'on', 'monday', 'morning']","senator, presidential, candidate, cast, vote, monday, morning",
These women lined up at 530 am to vote at Gen Tiburcio de Leon Elementary School the biggest polling place in Valenzuela with 33 polling precincts hashtagEleksyon2022 via,"['these', 'women', 'lined', 'up', 'at', '530', 'am', 'to', 'vote', 'at', 'generation', 'tiburcio', 'de', 'leon', 'elementary', 'school', 'the', 'biggest', 'polling', 'place', 'in', 'valenzuela', 'with', '33', 'polling', 'precincts', 'hashtageleksyon2022', 'via']","woman, lined, vote, generation, tiburcio, leon, elementary, school, biggest, polling, place, valenzuela, polling, precinct",
Blasts rock Maguindanao hours before May 9 polls 6 hurt hashtagEleksyon2022,"['blasts', 'rock', 'maguindanao', 'hours', 'before', 'may', '9', 'polls', '6', 'hurt', 'hashtageleksyon2022']","blast, rock, maguindanao, hour, poll, hurt",
9995 of precincts done with final VCM testing sealing hashtagEleksyon2022,"['9995', 'of', 'precincts', 'done', 'with', 'final', 'vote_counting_machine', 'testing', 'sealing', 'hashtageleksyon2022']","precinct, final, vote_counting_machine, testing, sealing",
VCM jams at a precinct in Alabang Elementary School Its the first ballot to be fed hashtagEleksyon2022,"['vote_counting_machine', 'jams', 'at', 'a', 'precinct', 'in', 'alabang', 'elementary', 'school', 'its', 'the', 'first', 'ballot', 'to', 'be', 'fed', 'hashtageleksyon2022']","vote_counting_machine, jam, precinct, alabang, elementary, school, ballot, fed",
Voters line up to enter Lerma Elementary School in Caloocan Cityy hashtagEleksyon2022,"['voters', 'line', 'up', 'to', 'enter', 'lerma', 'elementary', 'school', 'in', 'caloocan', 'cityy', 'hashtageleksyon2022']","voter, enter, lerma, elementary, school, caloocan, cityy",
My Kodigo Eleksyon 2022 GMA News Online hashtagEleksyon2022 hashtagDapatTotoo,"['my', 'kodigo', 'eleksyon', '2022', 'gma', 'news', 'online', 'hashtageleksyon2022', 'hashtagdapattotoo']","kodigo, eleksyon, gma, news, online, hashtagdapattotoo",
Classrooms at the Alabang Elementary School fill to the brim as elections are conducted today hashtagEleksyon2022 via,"['classrooms', 'at', 'the', 'alabang', 'elementary', 'school', 'fill', 'to', 'the', 'brim', 'as', 'elections', 'are', 'conducted', 'today', 'hashtageleksyon2022', 'via']","classroom, alabang, elementary, school, brim, election, conducted, today",
Presidential candidate na si Senador dumating na sa Bayan Luma 1 Elementary School para bumoto ngayong hashtagEleksyon2022 via,"['presidential', 'candidate', 'na', 'si', 'senador', 'dumating', 'na', 'sa', 'bayan', 'luma', '1', 'elementary', 'school', 'para', 'bumoto', 'ngayong', 'hashtageleksyon2022', 'via']","presidential, candidate, senador, dumating, bayan, luma, elementary, school, bumoto",
Isa sa pinakamalaking voting center sa Kalibo Aklan pinipilahan na pila ng mga botante abot hanggang kalsada hashtagEleksyon2022 Super Radyo Kalibo,"['isa', 'sa', 'pinakamalaking', 'voting', 'center', 'sa', 'kalibo', 'aklan', 'pinipilahan', 'na', 'pila', 'ng', 'mga', 'botante', 'abot', 'hanggang', 'kalsada', 'hashtageleksyon2022', 'super', 'radyo', 'kalibo']","pinakamalaking, voting, center, kalibo, aklan, pinipilahan, pila, botante, abot, kalsada, super, radyo, kalibo",
PANOORIN Sitwasyon sa entrance ng Camarin D Elementary School sa Caloocan City Siksikan ang mga botante dahil sa makipot na gate at mapa ng voting precincts hashtagEleksyon2022 via,"['panoorin', 'sitwasyon', 'sa', 'entrance', 'ng', 'camarin', 'd', 'elementary', 'school', 'sa', 'caloocan', 'city', 'siksikan', 'ang', 'mga', 'botante', 'dahil', 'sa', 'makipot', 'na', 'gate', 'at', 'mapa', 'ng', 'voting', 'precincts', 'hashtageleksyon2022', 'via']","panoorin, sitwasyon, entrance, camarin, elementary, school, caloocan, city, siksikan, botante, makipot, gate, mapa, voting, precinct",
LOOK Long lines have started at the Sauyo Elementary School in Quezon City for Mondays hashtagEleksyon2022,"['look', 'long', 'lines', 'have', 'started', 'at', 'the', 'sauyo', 'elementary', 'school', 'in', 'quezon', 'city', 'for', 'mondays', 'hashtageleksyon2022']","long, line, started, sauyo, elementary, school, quezon, city, monday",
LOOK Long line of voters at San Juan Elementary School in Taytay Rizal hashtagEleksyon2022,"['look', 'long', 'line', 'of', 'voters', 'at', 'san', 'juan', 'elementary', 'school', 'in', 'taytay', 'rizal', 'hashtageleksyon2022']","long, voter, san, juan, elementary, school, taytay, rizal",
Kahit na nasa ilalim ng Comeleccontrolled area pumila pa rin ang mga botante sa Malabang Lanao del Sur ngayong umaga ng hashtagEleksyon2022 camera_with_flash Comelec Comm George Garcia via,"['kahit', 'na', 'nasa', 'ilalim', 'ng', 'comeleccontrolled', 'area', 'pumila', 'pa', 'rin', 'ang', 'mga', 'botante', 'sa', 'malabang', 'lanao', 'del', 'sur', 'ngayong', 'umaga', 'ng', 'hashtageleksyon2022', 'camera_with_flash', 'commission_on_elections', 'commision', 'george', 'garcia', 'via']","comeleccontrolled, area, pumila, botante, malabang, lanao, del, sur, umaga, camera_with_flash, commission_on_elections, commision, george, garcia",camera_with_flash
Buong puwersa ang GMA News and Public Affairs sa paghahatid ng malalaking balita ngayong hashtagEleksyon2022 hashtagDapatTotoo Para sa mga balita kaugnay sa hashtagEleksyon2022 bisitahin ang website Maaari din abangan dito ang resulta ng botohan mamayang gabi,"['buong', 'puwersa', 'ang', 'gma', 'news', 'and', 'public', 'affairs', 'sa', 'paghahatid', 'ng', 'malalaking', 'balita', 'ngayong', 'hashtageleksyon2022', 'hashtagdapattotoo', 'para', 'sa', 'mga', 'balita', 'kaugnay', 'sa', 'hashtageleksyon2022', 'bisitahin', 'ang', 'website', 'maaari', 'din', 'abangan', 'dito', 'ang', 'resulta', 'ng', 'botohan', 'mamayang', 'gabi']","buong, puwersa, gma, news, public, affair, paghahatid, malalaking, balita, hashtagdapattotoo, balita, kaugnay, bisitahin, website, abangan, resulta, botohan, mamayang, gabi",
Comelec Palawan all systems go na para sa isasagawang hashtagEleksyon2022 via Junfred Calamba Super Radyo Palawan,"['commission_on_elections', 'palawan', 'all', 'systems', 'go', 'na', 'para', 'sa', 'isasagawang', 'hashtageleksyon2022', 'via', 'junfred', 'calamba', 'super', 'radyo', 'palawan']","commission_on_elections, palawan, system, isasagawang, junfred, calamba, super, radyo, palawan",
LOOK Voting center na gagamitin sa pagboto ni Pangulong Rodrigo Duterte inihanda na Davao City nakaranas ng pagulan sa buong magdamag via Rodel Natad Super Radyo Davao,"['look', 'voting', 'center', 'na', 'gagamitin', 'sa', 'pagboto', 'ni', 'pangulong', 'rodrigo', 'duterte', 'inihanda', 'na', 'davao', 'city', 'nakaranas', 'ng', 'pagulan', 'sa', 'buong', 'magdamag', 'via', 'rodel', 'natad', 'super', 'radyo', 'davao']","voting, center, gagamitin, pagboto, pangulong, rodrigo, duterte, inihanda, davao, city, nakaranas, pagulan, buong, magdamag, rodel, natad, super, radyo, davao",
Isolation polling precinct sa Malanday Elementary School sa Marikina City handa na rin para sa mga makikitaan ng sintomas ng COVID19 via hashtagEleksyon2022,"['isolation', 'polling', 'precinct', 'sa', 'malanday', 'elementary', 'school', 'sa', 'marikina', 'city', 'handa', 'na', 'rin', 'para', 'sa', 'mga', 'makikitaan', 'ng', 'sintomas', 'ng', 'covid19', 'via', 'hashtageleksyon2022']","isolation, polling, precinct, malanday, elementary, school, marikina, city, handa, makikitaan, sintomas, covid",
Early bird voters troop to polling places even before voting hours start hashtagEleksyon2022,"['early', 'bird', 'voters', 'troop', 'to', 'polling', 'places', 'even', 'before', 'voting', 'hours', 'start', 'hashtageleksyon2022']","early, bird, voter, troop, polling, place, voting, hour, start",
Around 657 million registered Filipino voters are expected to troop to polling precincts nationwide on Monday May 9 as the Philippines conducts its first ever national and local elections during the COVID19 pandemic hashtagEleksyon2022,"['around', '657', 'million', 'registered', 'filipino', 'voters', 'are', 'expected', 'to', 'troop', 'to', 'polling', 'precincts', 'nationwide', 'on', 'monday', 'may', '9', 'as', 'the', 'philippines', 'conducts', 'its', 'first', 'ever', 'national', 'and', 'local', 'elections', 'during', 'the', 'covid19', 'pandemic', 'hashtageleksyon2022']","registered, filipino, voter, expected, troop, polling, precinct, nationwide, monday, philippine, conduct, national, local, election, covid, pandemic",
Handa ka na bang bomoto ngayong araw Narito ang mga hakbang sa pagboto ngayong hashtagEleksyon2022 hashtagDapatTotoo Handa na ba kayong bumoto at may kodigo na ba kayo para sa Eleksyon sa Lunes Bisitahin ang website na ito para makagawa ng listahan,"['handa', 'ka', 'na', 'bang', 'bomoto', 'ngayong', 'araw', 'narito', 'ang', 'mga', 'hakbang', 'sa', 'pagboto', 'ngayong', 'hashtageleksyon2022', 'hashtagdapattotoo', 'handa', 'na', 'ba', 'kayong', 'bumoto', 'at', 'may', 'kodigo', 'na', 'ba', 'kayo', 'para', 'sa', 'eleksyon', 'sa', 'lunes', 'bisitahin', 'ang', 'website', 'na', 'ito', 'para', 'makagawa', 'ng', 'listahan']","handa, bang, bomoto, araw, hakbang, pagboto, hashtagdapattotoo, handa, kayong, bumoto, kodigo, eleksyon, lunes, bisitahin, website, makagawa, listahan",
Simula na ng botohan dito sa Bayan Luma 1 Elementary School Imus Cavite May pila na rin ng mga maagang dumating para bumoto ngayong hashtagEleksyon2022 via,"['simula', 'na', 'ng', 'botohan', 'dito', 'sa', 'bayan', 'luma', '1', 'elementary', 'school', 'imus', 'cavite', 'may', 'pila', 'na', 'rin', 'ng', 'mga', 'maagang', 'dumating', 'para', 'bumoto', 'ngayong', 'hashtageleksyon2022', 'via']","simula, botohan, bayan, luma, elementary, school, imu, cavite, pila, maagang, dumating, bumoto",
SIMULA NA ANG BOTOHAN PARA SA hashtagELEKSYON2022 Tumutok sa GMA News and Public Affairs sa TV online at radyo mula May 9 hanggang May 10 sa GMA Network channel 7 at GTV channel 11 o panoorin ang aming livestream sa GMA News YouTube channel,"['simula', 'na', 'ang', 'botohan', 'para', 'sa', 'hashtageleksyon2022', 'tumutok', 'sa', 'gma', 'news', 'and', 'public', 'affairs', 'sa', 'tv', 'online', 'at', 'radyo', 'mula', 'may', '9', 'hanggang', 'may', '10', 'sa', 'gma', 'network', 'channel', '7', 'at', 'gtv', 'channel', '11', 'o', 'panoorin', 'ang', 'aming', 'livestream', 'sa', 'gma', 'news', 'youtube', 'channel']","simula, botohan, tumutok, gma, news, public, affair, online, radyo, gma, network, channel, gtv, channel, panoorin, livestream, gma, news, youtube, channel",
A person with disability is offered a replacement mask after he was spotted inside a Pasig City polling center wearing one printed with faces of candidates which is prohibited under guidelines hashtagEleksyon2022 via,"['a', 'person', 'with', 'disability', 'is', 'offered', 'a', 'replacement', 'mask', 'after', 'he', 'was', 'spotted', 'inside', 'a', 'pasig', 'city', 'polling', 'center', 'wearing', 'one', 'printed', 'with', 'faces', 'of', 'candidates', 'which', 'is', 'prohibited', 'under', 'guidelines', 'hashtageleksyon2022', 'via']","person, disability, offered, replacement, mask, spotted, inside, pasig, city, polling, center, wearing, printed, face, candidate, prohibited, guideline",
Inihahanda na ang votecounting machine sa isang clustered precinct sa Bayan Luma 1 Elementary School para sa pagsisimila ng botohan pagpatak ng alas sais ng umaga hashtagEleksyon2022 via,"['inihahanda', 'na', 'ang', 'votecounting', 'machine', 'sa', 'isang', 'clustered', 'precinct', 'sa', 'bayan', 'luma', '1', 'elementary', 'school', 'para', 'sa', 'pagsisimila', 'ng', 'botohan', 'pagpatak', 'ng', 'alas', 'sais', 'ng', 'umaga', 'hashtageleksyon2022', 'via']","inihahanda, votecounting, machine, clustered, precinct, bayan, luma, elementary, school, pagsisimila, botohan, pagpatak, ala, sais, umaga",
Pinapapasok na ang mga botanteng senior citizen sa Mariano Marcos Memorial Elementary School Pinapasok na rin ang mga watcher hashtagEleksyon2022 via,"['pinapapasok', 'na', 'ang', 'mga', 'botanteng', 'senior', 'citizen', 'sa', 'mariano', 'marcos', 'memorial', 'elementary', 'school', 'pinapasok', 'na', 'rin', 'ang', 'mga', 'watcher', 'hashtageleksyon2022', 'via']","pinapapasok, botanteng, senior, citizen, mariano, marcos, memorial, elementary, school, pinapasok, watcher",
Senior citizens await opening of polls at the Alabang Elementary School hashtagEleksyon2022 via,"['senior', 'citizens', 'await', 'opening', 'of', 'polls', 'at', 'the', 'alabang', 'elementary', 'school', 'hashtageleksyon2022', 'via']","senior, citizen, await, opening, poll, alabang, elementary, school",
Comelec Acting Spokesperson Rex Laudiangco reports that 49 VCMs have not yet undergone final testing and sealing which should be conducted before voting can take place hashtagEleksyon2022 via,"['commission_on_elections', 'acting', 'spokesperson', 'rex', 'laudiangco', 'reports', 'that', '49', 'vcms', 'have', 'not', 'yet', 'undergone', 'final', 'testing', 'and', 'sealing', 'which', 'should', 'be', 'conducted', 'before', 'voting', 'can', 'take', 'place', 'hashtageleksyon2022', 'via']","commission_on_elections, acting, spokesperson, rex, laudiangco, report, vcms, undergone, final, testing, sealing, conducted, voting, place",
On Monday May 9 2022 the Philippines will hold its national and local elections to elect a new set of public officials Here are some voting reminders hashtagEleksyon2022,"['on', 'monday', 'may', '9', '2022', 'the', 'philippines', 'will', 'hold', 'its', 'national', 'and', 'local', 'elections', 'to', 'elect', 'a', 'new', 'set', 'of', 'public', 'officials', 'here', 'are', 'some', 'voting', 'reminders', 'hashtageleksyon2022']","monday, philippine, hold, national, local, election, elect, set, public, official, voting, reminder",
Pila ng mga botante sa Rizal High School sa Pasig inaayos na para sa pagbubukas ng polling center ng alas600 ng umaga hashtagEleksyon2022 via,"['pila', 'ng', 'mga', 'botante', 'sa', 'rizal', 'high', 'school', 'sa', 'pasig', 'inaayos', 'na', 'para', 'sa', 'pagbubukas', 'ng', 'polling', 'center', 'ng', 'alas600', 'ng', 'umaga', 'hashtageleksyon2022', 'via']","pila, botante, rizal, high, school, pasig, inaayos, pagbubukas, polling, center, alas, umaga",
Mahaba na ang pila ng mga botante sa labas ng President Corazon Aquino Elementary School hashtagEleksyon2022 via,"['mahaba', 'na', 'ang', 'pila', 'ng', 'mga', 'botante', 'sa', 'labas', 'ng', 'president', 'corazon', 'aquino', 'elementary', 'school', 'hashtageleksyon2022', 'via']","mahaba, pila, botante, labas, president, corazon, aquino, elementary, school",
Marilou Bacani and her husband Geoffrey among the early birds waiting to cast their vote at the Fort Bonifacio Elementary School in Makati hashtagEleksyon2022 via,"['marilou', 'bacani', 'and', 'her', 'husband', 'geoffrey', 'among', 'the', 'early', 'birds', 'waiting', 'to', 'cast', 'their', 'vote', 'at', 'the', 'fort', 'bonifacio', 'elementary', 'school', 'in', 'makati', 'hashtageleksyon2022', 'via']","marilou, bacani, husband, geoffrey, early, bird, waiting, cast, vote, fort, bonifacio, elementary, school, makati",
TINGNAN Nagtipontipon na sa labas ng Potrero Elementary School sa Malabon City ang mga magsisilbing poll watcher sa hashtagEleksyon2022 ngayong araw via,"['tingnan', 'nagtipontipon', 'na', 'sa', 'labas', 'ng', 'potrero', 'elementary', 'school', 'sa', 'malabon', 'city', 'ang', 'mga', 'magsisilbing', 'poll', 'watcher', 'sa', 'hashtageleksyon2022', 'ngayong', 'araw', 'via']","tingnan, nagtipontipon, labas, potrero, elementary, school, malabon, city, magsisilbing, poll, watcher, araw",
LOOK Watchers await the opening of gates at the Alabang Elementary School hashtagEleksyon2022 via,"['look', 'watchers', 'await', 'the', 'opening', 'of', 'gates', 'at', 'the', 'alabang', 'elementary', 'school', 'hashtageleksyon2022', 'via']","watcher, await, opening, gate, alabang, elementary, school",
Mga magsisilbing poll watcher sa hashtagEleksyon2022 naghihintay na sa labas ng Potrero Elementary School sa Malabon City via,"['mga', 'magsisilbing', 'poll', 'watcher', 'sa', 'hashtageleksyon2022', 'naghihintay', 'na', 'sa', 'labas', 'ng', 'potrero', 'elementary', 'school', 'sa', 'malabon', 'city', 'via']","magsisilbing, poll, watcher, naghihintay, labas, potrero, elementary, school, malabon, city",
Teachers serving as electoral board have started pulling out VCMs and ballots to set up the precincts in President Corazon Aquino Elementary School in Quezon City hashtagEleksyon2022 via,"['teachers', 'serving', 'as', 'electoral', 'board', 'have', 'started', 'pulling', 'out', 'vcms', 'and', 'ballots', 'to', 'set', 'up', 'the', 'precincts', 'in', 'president', 'corazon', 'aquino', 'elementary', 'school', 'in', 'quezon', 'city', 'hashtageleksyon2022', 'via']","teacher, serving, electoral, board, started, pulling, vcms, ballot, set, precinct, president, corazon, aquino, elementary, school, quezon, city",
WATCH A bit of delay in the releasing of vote counting machines at Rafael Palma Elementary School in Manila Some members of the Electoral Board said the DESO assigned to them those who are authorized to distribute the VCM arrived late hashtagEleksyon2022 via,"['watch', 'a', 'bit', 'of', 'delay', 'in', 'the', 'releasing', 'of', 'vote', 'counting', 'machines', 'at', 'rafael', 'palma', 'elementary', 'school', 'in', 'manila', 'some', 'members', 'of', 'the', 'electoral', 'board', 'said', 'the', 'deso', 'assigned', 'to', 'them', 'those', 'who', 'are', 'authorized', 'to', 'distribute', 'the', 'vote_counting_machine', 'arrived', 'late', 'hashtageleksyon2022', 'via']","watch, bit, delay, releasing, vote, counting, machine, rafael, palma, elementary, school, manila, member, electoral, board, deso, assigned, authorized, distribute, vote_counting_machine, arrived, late",
TINGNAN Mga guro na magsisilbing electoral board sa hashtagEleksyon2022 maagang nagtungo sa Potrero Elementary School sa Malabon City via,"['tingnan', 'mga', 'guro', 'na', 'magsisilbing', 'electoral', 'board', 'sa', 'hashtageleksyon2022', 'maagang', 'nagtungo', 'sa', 'potrero', 'elementary', 'school', 'sa', 'malabon', 'city', 'via']","tingnan, guro, magsisilbing, electoral, board, maagang, nagtungo, potrero, elementary, school, malabon, city",
Ang boto mo ay mahalaga Piliin ang kandidatong totoo ngayong hashtagEleksyon2022 hashtagDapatTotoo,"['ang', 'boto', 'mo', 'ay', 'mahalaga', 'piliin', 'ang', 'kandidatong', 'totoo', 'ngayong', 'hashtageleksyon2022', 'hashtagdapattotoo']","boto, mahalaga, piliin, kandidatong, totoo, hashtagdapattotoo",
1 ORAS NA LANG BAGO ANG BOTOHAN PARA SA hashtagELEKSYON2022 Wag palampasin ang GMA News and Public Affairs marathon hashtagEleksyon2022 coverage sa TV online at radyo mula May 9 hanggang ng May 10 sa GMA Network at GTV o panoorin ang aming livestream sa GMA News YouTube channel,"['1', 'oras', 'na', 'lang', 'bago', 'ang', 'botohan', 'para', 'sa', 'hashtageleksyon2022', 'wag', 'palampasin', 'ang', 'gma', 'news', 'and', 'public', 'affairs', 'marathon', 'hashtageleksyon2022', 'coverage', 'sa', 'tv', 'online', 'at', 'radyo', 'mula', 'may', '9', 'hanggang', 'ng', 'may', '10', 'sa', 'gma', 'network', 'at', 'gtv', 'o', 'panoorin', 'ang', 'aming', 'livestream', 'sa', 'gma', 'news', 'youtube', 'channel']","oras, botohan, palampasin, gma, news, public, affair, marathon, coverage, online, radyo, gma, network, gtv, panoorin, livestream, gma, news, youtube, channel",
Nagsimula na ang pamamahagi ng mga vote counting machine VCM at election paraphernalia sa mga Board of Electoral Inspector sa Camarin D Elementary School sa Caloocan City hashtagEleksyon2022 via Danielle OrinesGMA News,"['nagsimula', 'na', 'ang', 'pamamahagi', 'ng', 'mga', 'vote', 'counting', 'machine', 'vote_counting_machine', 'at', 'election', 'paraphernalia', 'sa', 'mga', 'board', 'of', 'electoral', 'inspector', 'sa', 'camarin', 'd', 'elementary', 'school', 'sa', 'caloocan', 'city', 'hashtageleksyon2022', 'via', 'danielle', 'orinesgma', 'news']","nagsimula, pamamahagi, vote, counting, machine, vote_counting_machine, election, paraphernalia, board, electoral, inspector, camarin, elementary, school, caloocan, city, danielle, orinesgma, news",
Voters queue up outside Nagpayong Elementary School in Pasig City as they wait for polling precincts to open at 6am hashtagEleksyon2022 via,"['voters', 'queue', 'up', 'outside', 'nagpayong', 'elementary', 'school', 'in', 'pasig', 'city', 'as', 'they', 'wait', 'for', 'polling', 'precincts', 'to', 'open', 'at', '6am', 'hashtageleksyon2022', 'via']","voter, queue, nagpayong, elementary, school, pasig, city, wait, polling, precinct, open, am",
The Comelec en banc will convene as the National Board of Canvassers at the PICC at 3pm today They will canvass results for the senatorial and partylist elections hashtagEleksyon2022 via,"['the', 'commission_on_elections', 'en', 'banc', 'will', 'convene', 'as', 'the', 'national', 'board', 'of', 'canvassers', 'at', 'the', 'philippine_international_convention_center', 'at', '3pm', 'today', 'they', 'will', 'canvass', 'results', 'for', 'the', 'senatorial', 'and', 'partylist', 'elections', 'hashtageleksyon2022', 'via']","commission_on_elections, banc, convene, national, board, canvasser, philippine_international_convention_center, pm, today, canvas, senatorial, partylist, election",
LOOK Voters have started to line up in President Corazon Aquino Elementary School in Quezon City as early as 4am hashtagEleksyon2022 via,"['look', 'voters', 'have', 'started', 'to', 'line', 'up', 'in', 'president', 'corazon', 'aquino', 'elementary', 'school', 'in', 'quezon', 'city', 'as', 'early', 'as', '4am', 'hashtageleksyon2022', 'via']","voter, started, president, corazon, aquino, elementary, school, quezon, city, early, am",
Dito sa conference room ng Bayan Luma 1 Elementary School sa Imus Cavite boboto ang presidential candidate na si Sen ngayong umaga hashtagEleksyon2022 via,"['dito', 'sa', 'conference', 'room', 'ng', 'bayan', 'luma', '1', 'elementary', 'school', 'sa', 'imus', 'cavite', 'boboto', 'ang', 'presidential', 'candidate', 'na', 'si', 'senator', 'ngayong', 'umaga', 'hashtageleksyon2022', 'via']","conference, room, bayan, luma, elementary, school, imu, cavite, boboto, presidential, candidate, senator, umaga",
hashtagEleksyon2022 Mga tauhan ng Manuyo Uno Elementary School sa Las Pias City patuloy na isinasaayos ang binakbak na bahagi ng school grounds para maayos na madaanan ng mga botante,"['hashtageleksyon2022', 'mga', 'tauhan', 'ng', 'manuyo', 'uno', 'elementary', 'school', 'sa', 'las', 'pias', 'city', 'patuloy', 'na', 'isinasaayos', 'ang', 'binakbak', 'na', 'bahagi', 'ng', 'school', 'grounds', 'para', 'maayos', 'na', 'madaanan', 'ng', 'mga', 'botante']","tauhan, manuyo, uno, elementary, school, la, pia, city, patuloy, isinasaayos, binakbak, bahagi, school, ground, maayos, madaanan, botante",
TINGNAN Mga banderitas at poster ng mga kandidato nakasabit pa rin sa labas ng Caloocan High School ilang oras bago ang pagsisimula ng hashtagEleksyon2022 via,"['tingnan', 'mga', 'banderitas', 'at', 'poster', 'ng', 'mga', 'kandidato', 'nakasabit', 'pa', 'rin', 'sa', 'labas', 'ng', 'caloocan', 'high', 'school', 'ilang', 'oras', 'bago', 'ang', 'pagsisimula', 'ng', 'hashtageleksyon2022', 'via']","tingnan, banderitas, poster, kandidato, nakasabit, labas, caloocan, high, school, oras, pagsisimula",
Nagdadatingan na ang mga guro dala ang mga kagamitan para sa eleksyon sa Mariano Marcos Memorial Elementary School sa Ilocos Norte kung saan boboto si presidential candidate Bongbong Marcos hashtagEleksyon2022 via,"['nagdadatingan', 'na', 'ang', 'mga', 'guro', 'dala', 'ang', 'mga', 'kagamitan', 'para', 'sa', 'eleksyon', 'sa', 'mariano', 'marcos', 'memorial', 'elementary', 'school', 'sa', 'ilocos', 'norte', 'kung', 'saan', 'boboto', 'si', 'presidential', 'candidate', 'bongbong', 'marcos', 'hashtageleksyon2022', 'via']","nagdadatingan, guro, dala, kagamitan, eleksyon, mariano, marcos, memorial, elementary, school, ilocos, norte, boboto, presidential, candidate, bongbong, marcos",
Nagsisimula na ang pamamahagi ng election materials sa mga miyembro ng electoral board sa Nagpayong Elementary School sa Pasig City hashtagEleksyon2022 via,"['nagsisimula', 'na', 'ang', 'pamamahagi', 'ng', 'election', 'materials', 'sa', 'mga', 'miyembro', 'ng', 'electoral', 'board', 'sa', 'nagpayong', 'elementary', 'school', 'sa', 'pasig', 'city', 'hashtageleksyon2022', 'via']","nagsisimula, pamamahagi, election, material, miyembro, electoral, board, nagpayong, elementary, school, pasig, city",
hashtagEleksyon2022 Pamamahagi ng election materials sa mga polling center nagpapatuloy sa Cainta Rizal via,"['hashtageleksyon2022', 'pamamahagi', 'ng', 'election', 'materials', 'sa', 'mga', 'polling', 'center', 'nagpapatuloy', 'sa', 'cainta', 'rizal', 'via']","pamamahagi, election, material, polling, center, nagpapatuloy, cainta, rizal",
